"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"wqbmpwq   ","P",05/12/2022 11:15,0,1,"",11.4,<0> (CND),47.70,<0> (CND),31.0,<0> (CND),95.4,<0> (CND),8.6,<0> (CND),1.60,<0> (CND),"","","",<-1> ,"","",7.9,<0> (CND),2,<0> (CND),2.0,<0> (CND),
"wqbmpwq   ","P",05/12/2022 11:30,0,1,"",11.5,<0> ,47.83,<0> ,31.1,<0> ,97.7,<0> ,8.8,<0> ,1.58,<0> ,"","","",<-1> ,"","",7.9,<0> ,2,<0> ,2.1,<0> ,
"wqbmpwq   ","P",05/12/2022 11:45,0,1,"",11.4,<0> ,47.69,<0> ,31.0,<0> ,100.3,<0> ,9.0,<0> ,1.57,<0> ,"","","",<-1> ,"","",7.9,<0> ,2,<0> ,2.8,<0> ,
"wqbmpwq   ","P",05/12/2022 12:00,0,1,"",11.4,<0> ,47.73,<0> ,31.0,<0> ,102.6,<0> ,9.2,<0> ,1.55,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,1.5,<0> ,
"wqbmpwq   ","P",05/12/2022 12:15,0,1,"",11.5,<0> ,47.71,<0> ,31.0,<0> ,106.7,<0> ,9.6,<0> ,1.53,<0> ,"","","",<-1> ,"","",8.0,<0> ,1,<0> ,1.6,<0> ,
"wqbmpwq   ","P",05/12/2022 12:30,0,1,"",11.7,<0> ,47.90,<0> ,31.1,<0> ,116.4,<0> ,10.4,<0> ,1.51,<0> ,"","","",<-1> ,"","",8.1,<0> ,1,<0> ,1.3,<0> ,
"wqbmpwq   ","P",05/12/2022 12:45,0,1,"",11.7,<0> ,47.80,<0> ,31.1,<0> ,114.4,<0> ,10.2,<0> ,1.49,<0> ,"","","",<-1> ,"","",8.1,<0> ,1,<0> ,1.3,<0> ,
"wqbmpwq   ","P",05/12/2022 13:00,0,1,"",11.7,<0> ,47.76,<0> ,31.0,<0> ,115.5,<0> ,10.3,<0> ,1.47,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.4,<0> ,
"wqbmpwq   ","P",05/12/2022 13:15,0,1,"",11.7,<0> ,47.10,<0> ,30.5,<0> ,104.6,<0> ,9.4,<0> ,1.45,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,1.5,<0> ,
"wqbmpwq   ","P",05/12/2022 13:30,0,1,"",12.0,<0> ,46.62,<0> ,30.2,<0> ,112.4,<0> ,10.0,<0> ,1.42,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,1.3,<0> ,
"wqbmpwq   ","P",05/12/2022 13:45,0,1,"",12.1,<0> ,46.25,<0> ,30.0,<0> ,101.9,<0> ,9.1,<0> ,1.40,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,1.5,<0> ,
"wqbmpwq   ","P",05/12/2022 14:00,0,1,"",12.2,<0> ,45.90,<0> ,29.7,<0> ,98.7,<0> ,8.8,<0> ,1.38,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,1.4,<0> ,
"wqbmpwq   ","P",05/12/2022 14:15,0,1,"",12.4,<0> ,45.59,<0> ,29.5,<0> ,98.2,<0> ,8.7,<0> ,1.36,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,1.2,<0> ,
"wqbmpwq   ","P",05/12/2022 14:30,0,1,"",12.6,<0> ,45.40,<0> ,29.4,<0> ,98.5,<0> ,8.7,<0> ,1.34,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,1.1,<0> ,
"wqbmpwq   ","P",05/12/2022 14:45,0,1,"",12.9,<0> ,45.24,<0> ,29.3,<0> ,100.5,<0> ,8.8,<0> ,1.32,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,1.2,<0> ,
"wqbmpwq   ","P",05/12/2022 15:00,0,1,"",13.0,<0> ,45.16,<0> ,29.2,<0> ,101.3,<0> ,8.9,<0> ,1.30,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,0.7,<0> ,
"wqbmpwq   ","P",05/12/2022 15:15,0,1,"",13.2,<0> ,45.23,<0> ,29.3,<0> ,103.2,<0> ,9.0,<0> ,1.29,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,0.8,<0> ,
"wqbmpwq   ","P",05/12/2022 15:30,0,1,"",12.7,<0> ,46.60,<0> ,30.2,<0> ,122.0,<0> ,10.7,<0> ,1.28,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.2,<0> ,
"wqbmpwq   ","P",05/12/2022 15:45,0,1,"",12.9,<0> ,45.95,<0> ,29.8,<0> ,109.3,<0> ,9.6,<0> ,1.29,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,0.9,<0> ,
"wqbmpwq   ","P",05/12/2022 16:00,0,1,"",13.0,<0> ,45.95,<0> ,29.8,<0> ,107.3,<0> ,9.4,<0> ,1.31,<0> ,"","","",<-1> ,"","",8.0,<0> ,2,<0> ,1.0,<0> ,
"wqbmpwq   ","P",05/12/2022 16:15,0,1,"",13.1,<0> ,46.22,<0> ,30.0,<0> ,115.6,<0> ,10.1,<0> ,1.33,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,1.0,<0> ,
"wqbmpwq   ","P",05/12/2022 16:30,0,1,"",13.3,<0> ,46.32,<0> ,30.0,<0> ,121.5,<0> ,10.6,<0> ,1.35,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.9,<0> ,
"wqbmpwq   ","P",05/12/2022 16:45,0,1,"",13.1,<0> ,47.04,<0> ,30.6,<0> ,159.9,<0> ,13.9,<0> ,1.37,<0> ,"","","",<-1> ,"","",8.3,<0> ,2,<0> ,1.4,<0> ,
"wqbmpwq   ","P",05/12/2022 17:00,0,1,"",13.2,<0> ,46.74,<0> ,30.3,<0> ,157.8,<0> ,13.7,<0> ,1.40,<0> ,"","","",<-1> ,"","",8.3,<0> ,1,<0> ,1.2,<0> ,
"wqbmpwq   ","P",05/12/2022 17:15,0,1,"",13.2,<0> ,46.65,<0> ,30.3,<0> ,129.1,<0> ,11.2,<0> ,1.43,<0> ,"","","",<-1> ,"","",8.3,<0> ,2,<0> ,1.2,<0> ,
"wqbmpwq   ","P",05/12/2022 17:30,0,1,"",13.1,<0> ,47.03,<0> ,30.6,<0> ,161.6,<0> ,14.0,<0> ,1.46,<0> ,"","","",<-1> ,"","",8.3,<0> ,2,<0> ,1.9,<0> ,
"wqbmpwq   ","P",05/12/2022 17:45,0,1,"",13.1,<0> ,47.38,<0> ,30.8,<0> ,166.9,<0> ,14.5,<0> ,1.48,<0> ,"","","",<-1> ,"","",8.3,<0> ,2,<0> ,2.9,<0> ,
"wqbmpwq   ","P",05/12/2022 18:00,0,1,"",13.1,<0> ,47.73,<0> ,31.1,<0> ,200.0,<0> ,17.3,<0> ,1.51,<0> ,"","","",<-1> ,"","",8.5,<0> ,1,<0> ,0.4,<0> ,
"wqbmpwq   ","P",05/12/2022 18:15,0,1,"",13.1,<0> ,47.74,<0> ,31.1,<0> ,196.8,<0> ,17.1,<0> ,1.53,<0> ,"","","",<-1> ,"","",8.4,<0> ,1,<0> ,1.0,<0> ,
"wqbmpwq   ","P",05/12/2022 18:30,0,1,"",13.0,<0> ,47.75,<0> ,31.1,<0> ,193.4,<0> ,16.8,<0> ,1.55,<0> ,"","","",<-1> ,"","",8.4,<0> ,1,<0> ,0.7,<0> ,
"wqbmpwq   ","P",05/12/2022 18:45,0,1,"",13.0,<0> ,47.71,<0> ,31.0,<0> ,179.7,<0> ,15.6,<0> ,1.57,<0> ,"","","",<-1> ,"","",8.4,<0> ,1,<0> ,1.3,<0> ,
"wqbmpwq   ","P",05/12/2022 19:00,0,1,"",13.2,<0> ,47.24,<0> ,30.7,<0> ,169.2,<0> ,14.7,<0> ,1.58,<0> ,"","","",<-1> ,"","",8.3,<0> ,2,<0> ,4.1,<0> ,
"wqbmpwq   ","P",05/12/2022 19:15,0,1,"",14.1,<0> ,45.36,<0> ,29.4,<0> ,115.7,<0> ,9.9,<0> ,1.59,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.8,<0> ,
"wqbmpwq   ","P",05/12/2022 19:30,0,1,"",13.6,<0> ,46.41,<0> ,30.1,<0> ,136.4,<0> ,11.8,<0> ,1.61,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.6,<0> ,
"wqbmpwq   ","P",05/12/2022 19:45,0,1,"",13.3,<0> ,47.08,<0> ,30.6,<0> ,145.8,<0> ,12.6,<0> ,1.61,<0> ,"","","",<-1> ,"","",8.3,<0> ,1,<0> ,2.1,<0> ,
"wqbmpwq   ","P",05/12/2022 20:00,0,1,"",13.1,<0> ,47.37,<0> ,30.8,<0> ,150.9,<0> ,13.1,<0> ,1.61,<0> ,"","","",<-1> ,"","",8.3,<0> ,1,<0> ,1.7,<0> ,
"wqbmpwq   ","P",05/12/2022 20:15,0,1,"",13.0,<0> ,47.62,<0> ,31.0,<0> ,148.3,<0> ,12.9,<0> ,1.62,<0> ,"","","",<-1> ,"","",8.2,<0> ,1,<0> ,1.9,<0> ,
"wqbmpwq   ","P",05/12/2022 20:30,0,1,"",13.0,<0> ,47.51,<0> ,30.9,<0> ,140.4,<0> ,12.2,<0> ,1.63,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.2,<0> ,
"wqbmpwq   ","P",05/12/2022 20:45,0,1,"",13.2,<0> ,47.04,<0> ,30.6,<0> ,134.4,<0> ,11.7,<0> ,1.64,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.7,<0> ,
"wqbmpwq   ","P",05/12/2022 21:00,0,1,"",13.2,<0> ,47.16,<0> ,30.7,<0> ,142.0,<0> ,12.3,<0> ,1.66,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.9,<0> ,
"wqbmpwq   ","P",05/12/2022 21:15,0,1,"",13.1,<0> ,47.31,<0> ,30.8,<0> ,145.5,<0> ,12.6,<0> ,1.67,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.7,<0> ,
"wqbmpwq   ","P",05/12/2022 21:30,0,1,"",13.1,<0> ,47.34,<0> ,30.8,<0> ,144.9,<0> ,12.6,<0> ,1.68,<0> ,"","","",<-1> ,"","",8.2,<0> ,1,<0> ,2.4,<0> ,
"wqbmpwq   ","P",05/12/2022 21:45,0,1,"",13.3,<0> ,47.10,<0> ,30.6,<0> ,155.1,<0> ,13.4,<0> ,1.69,<0> ,"","","",<-1> ,"","",8.3,<0> ,2,<0> ,2.8,<0> ,
"wqbmpwq   ","P",05/12/2022 22:00,0,1,"",13.2,<0> ,47.33,<0> ,30.8,<0> ,147.2,<0> ,12.8,<0> ,1.71,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.1,<0> ,
"wqbmpwq   ","P",05/12/2022 22:15,0,1,"",13.3,<0> ,47.25,<0> ,30.7,<0> ,148.2,<0> ,12.8,<0> ,1.73,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.9,<0> ,
"wqbmpwq   ","P",05/12/2022 22:30,0,1,"",13.2,<0> ,47.37,<0> ,30.8,<0> ,147.3,<0> ,12.8,<0> ,1.74,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.2,<0> ,
"wqbmpwq   ","P",05/12/2022 22:45,0,1,"",13.0,<0> ,47.55,<0> ,30.9,<0> ,139.5,<0> ,12.1,<0> ,1.73,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.8,<0> ,
"wqbmpwq   ","P",05/12/2022 23:00,0,1,"",13.0,<0> ,47.58,<0> ,31.0,<0> ,130.6,<0> ,11.4,<0> ,1.72,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.6,<0> ,
"wqbmpwq   ","P",05/12/2022 23:15,0,1,"",13.0,<0> ,47.51,<0> ,30.9,<0> ,133.0,<0> ,11.6,<0> ,1.70,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.6,<0> ,
"wqbmpwq   ","P",05/12/2022 23:30,0,1,"",13.2,<0> ,47.41,<0> ,30.8,<0> ,143.8,<0> ,12.5,<0> ,1.68,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.4,<0> ,
"wqbmpwq   ","P",05/12/2022 23:45,0,1,"",13.1,<0> ,47.48,<0> ,30.9,<0> ,141.6,<0> ,12.3,<0> ,1.66,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.0,<0> ,
"wqbmpwq   ","P",05/13/2022 0:00,0,1,"",13.4,<0> ,47.15,<0> ,30.6,<0> ,150.3,<0> ,13.0,<0> ,1.63,<0> ,"","","",<-1> ,"","",8.3,<0> ,2,<0> ,3.6,<0> ,
"wqbmpwq   ","P",05/13/2022 0:15,0,1,"",13.2,<0> ,47.27,<0> ,30.7,<0> ,145.4,<0> ,12.6,<0> ,1.61,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.6,<0> ,
"wqbmpwq   ","P",05/13/2022 0:30,0,1,"",13.2,<0> ,47.33,<0> ,30.8,<0> ,145.9,<0> ,12.6,<0> ,1.59,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.5,<0> ,
"wqbmpwq   ","P",05/13/2022 0:45,0,1,"",13.3,<0> ,47.30,<0> ,30.8,<0> ,147.0,<0> ,12.7,<0> ,1.56,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.3,<0> ,
"wqbmpwq   ","P",05/13/2022 1:00,0,1,"",13.1,<0> ,47.45,<0> ,30.9,<0> ,146.8,<0> ,12.7,<0> ,1.54,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.4,<0> ,
"wqbmpwq   ","P",05/13/2022 1:15,0,1,"",13.2,<0> ,47.33,<0> ,30.8,<0> ,145.4,<0> ,12.6,<0> ,1.51,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.1,<0> ,
"wqbmpwq   ","P",05/13/2022 1:30,0,1,"",13.3,<0> ,47.25,<0> ,30.7,<0> ,141.5,<0> ,12.3,<0> ,1.49,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.5,<0> ,
"wqbmpwq   ","P",05/13/2022 1:45,0,1,"",13.2,<0> ,47.22,<0> ,30.7,<0> ,137.4,<0> ,11.9,<0> ,1.46,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.3,<0> ,
"wqbmpwq   ","P",05/13/2022 2:00,0,1,"",13.4,<0> ,46.96,<0> ,30.5,<0> ,144.2,<0> ,12.5,<0> ,1.43,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.0,<0> ,
"wqbmpwq   ","P",05/13/2022 2:15,0,1,"",13.3,<0> ,47.18,<0> ,30.7,<0> ,141.2,<0> ,12.2,<0> ,1.41,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.5,<0> ,
"wqbmpwq   ","P",05/13/2022 2:30,0,1,"",13.3,<0> ,47.18,<0> ,30.7,<0> ,141.8,<0> ,12.3,<0> ,1.38,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.9,<0> ,
"wqbmpwq   ","P",05/13/2022 2:45,0,1,"",13.3,<0> ,47.08,<0> ,30.6,<0> ,134.3,<0> ,11.6,<0> ,1.35,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.5,<0> ,
"wqbmpwq   ","P",05/13/2022 3:00,0,1,"",13.1,<0> ,47.30,<0> ,30.7,<0> ,123.3,<0> ,10.7,<0> ,1.32,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.4,<0> ,
"wqbmpwq   ","P",05/13/2022 3:15,0,1,"",13.1,<0> ,47.45,<0> ,30.9,<0> ,122.8,<0> ,10.7,<0> ,1.30,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.4,<0> ,
"wqbmpwq   ","P",05/13/2022 3:30,0,1,"",13.1,<0> ,47.37,<0> ,30.8,<0> ,118.3,<0> ,10.3,<0> ,1.28,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.8,<0> ,
"wqbmpwq   ","P",05/13/2022 3:45,0,1,"",13.2,<0> ,47.26,<0> ,30.7,<0> ,124.3,<0> ,10.8,<0> ,1.27,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.7,<0> ,
"wqbmpwq   ","P",05/13/2022 4:00,0,1,"",13.2,<0> ,47.38,<0> ,30.8,<0> ,127.7,<0> ,11.1,<0> ,1.26,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.7,<0> ,
"wqbmpwq   ","P",05/13/2022 4:15,0,1,"",13.2,<0> ,47.38,<0> ,30.8,<0> ,128.7,<0> ,11.2,<0> ,1.26,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.4,<0> ,
"wqbmpwq   ","P",05/13/2022 4:30,0,1,"",13.1,<0> ,47.47,<0> ,30.9,<0> ,132.5,<0> ,11.5,<0> ,1.26,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.2,<0> ,
"wqbmpwq   ","P",05/13/2022 4:45,0,1,"",13.2,<0> ,47.37,<0> ,30.8,<0> ,131.0,<0> ,11.4,<0> ,1.28,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.8,<0> ,
"wqbmpwq   ","P",05/13/2022 5:00,0,1,"",13.1,<0> ,47.56,<0> ,30.9,<0> ,134.6,<0> ,11.7,<0> ,1.30,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,3.3,<0> ,
"wqbmpwq   ","P",05/13/2022 5:15,0,1,"",13.1,<0> ,47.51,<0> ,30.9,<0> ,131.1,<0> ,11.4,<0> ,1.32,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.7,<0> ,
"wqbmpwq   ","P",05/13/2022 5:30,0,1,"",13.2,<0> ,47.45,<0> ,30.9,<0> ,127.6,<0> ,11.1,<0> ,1.34,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.1,<0> ,
"wqbmpwq   ","P",05/13/2022 5:45,0,1,"",13.2,<0> ,47.43,<0> ,30.8,<0> ,131.4,<0> ,11.4,<0> ,1.37,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,1.9,<0> ,
"wqbmpwq   ","P",05/13/2022 6:00,0,1,"",13.1,<0> ,47.49,<0> ,30.9,<0> ,125.4,<0> ,10.9,<0> ,1.40,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.7,<0> ,
"wqbmpwq   ","P",05/13/2022 6:15,0,1,"",13.3,<0> ,47.28,<0> ,30.7,<0> ,131.9,<0> ,11.4,<0> ,1.42,<0> ,"","","",<-1> ,"","",8.2,<0> ,1,<0> ,1.5,<0> ,
"wqbmpwq   ","P",05/13/2022 6:30,0,1,"",13.2,<0> ,47.36,<0> ,30.8,<0> ,125.1,<0> ,10.8,<0> ,1.45,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.5,<0> ,
"wqbmpwq   ","P",05/13/2022 6:45,0,1,"",13.3,<0> ,47.27,<0> ,30.7,<0> ,125.2,<0> ,10.8,<0> ,1.47,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.6,<0> ,
"wqbmpwq   ","P",05/13/2022 7:00,0,1,"",13.4,<0> ,47.10,<0> ,30.6,<0> ,130.9,<0> ,11.3,<0> ,1.49,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,1.3,<0> ,
"wqbmpwq   ","P",05/13/2022 7:15,0,1,"",13.4,<0> ,47.13,<0> ,30.6,<0> ,124.7,<0> ,10.8,<0> ,1.50,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.4,<0> ,
"wqbmpwq   ","P",05/13/2022 7:30,0,1,"",13.2,<0> ,47.28,<0> ,30.7,<0> ,119.2,<0> ,10.3,<0> ,1.52,<0> ,"","","",<-1> ,"","",8.1,<0> ,1,<0> ,1.5,<0> ,
"wqbmpwq   ","P",05/13/2022 7:45,0,1,"",13.4,<0> ,47.10,<0> ,30.6,<0> ,125.0,<0> ,10.8,<0> ,1.53,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.6,<0> ,
"wqbmpwq   ","P",05/13/2022 8:00,0,1,"",13.4,<0> ,47.12,<0> ,30.6,<0> ,125.4,<0> ,10.8,<0> ,1.54,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.4,<0> ,
"wqbmpwq   ","P",05/13/2022 8:15,0,1,"",13.4,<0> ,47.09,<0> ,30.6,<0> ,123.4,<0> ,10.7,<0> ,1.54,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.5,<0> ,
"wqbmpwq   ","P",05/13/2022 8:30,0,1,"",13.5,<0> ,47.01,<0> ,30.6,<0> ,119.2,<0> ,10.3,<0> ,1.54,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.6,<0> ,
"wqbmpwq   ","P",05/13/2022 8:45,0,1,"",13.5,<0> ,47.07,<0> ,30.6,<0> ,122.8,<0> ,10.6,<0> ,1.55,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.6,<0> ,
"wqbmpwq   ","P",05/13/2022 9:00,0,1,"",13.4,<0> ,47.12,<0> ,30.6,<0> ,123.7,<0> ,10.7,<0> ,1.55,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.8,<0> ,
"wqbmpwq   ","P",05/13/2022 9:15,0,1,"",13.4,<0> ,47.10,<0> ,30.6,<0> ,127.5,<0> ,11.0,<0> ,1.57,<0> ,"","","",<-1> ,"","",8.2,<0> ,1,<0> ,1.4,<0> ,
"wqbmpwq   ","P",05/13/2022 9:30,0,1,"",13.3,<0> ,47.40,<0> ,30.8,<0> ,123.3,<0> ,10.7,<0> ,1.58,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,0.9,<0> ,
"wqbmpwq   ","P",05/13/2022 9:45,0,1,"",13.2,<0> ,47.61,<0> ,31.0,<0> ,119.9,<0> ,10.4,<0> ,1.60,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.2,<0> ,
"wqbmpwq   ","P",05/13/2022 10:00,0,1,"",13.4,<0> ,47.27,<0> ,30.7,<0> ,127.1,<0> ,11.0,<0> ,1.61,<0> ,"","","",<-1> ,"","",8.1,<0> ,1,<0> ,1.2,<0> ,
"wqbmpwq   ","P",05/13/2022 10:15,0,1,"",13.6,<0> ,46.98,<0> ,30.5,<0> ,132.5,<0> ,11.4,<0> ,1.64,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,1.1,<0> ,
"wqbmpwq   ","P",05/13/2022 10:30,0,1,"",13.4,<0> ,47.20,<0> ,30.7,<0> ,125.3,<0> ,10.8,<0> ,1.66,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.1,<0> ,
"wqbmpwq   ","P",05/13/2022 10:45,0,1,"",13.4,<0> ,47.21,<0> ,30.7,<0> ,127.0,<0> ,11.0,<0> ,1.67,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.3,<0> ,
"wqbmpwq   ","P",05/13/2022 11:00,0,1,"",13.5,<0> ,47.09,<0> ,30.6,<0> ,128.9,<0> ,11.1,<0> ,1.67,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,1.0,<0> ,
"wqbmpwq   ","P",05/13/2022 11:15,0,1,"",13.4,<0> ,47.11,<0> ,30.6,<0> ,128.9,<0> ,11.1,<0> ,1.66,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.1,<0> ,
"wqbmpwq   ","P",05/13/2022 11:30,0,1,"",13.5,<0> ,47.39,<0> ,30.8,<0> ,127.4,<0> ,11.0,<0> ,1.64,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.5,<0> ,
"wqbmpwq   ","P",05/13/2022 11:45,0,1,"",13.5,<0> ,47.44,<0> ,30.9,<0> ,126.2,<0> ,10.9,<0> ,1.62,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,2.6,<0> ,
"wqbmpwq   ","P",05/13/2022 12:00,0,1,"",13.5,<0> ,47.39,<0> ,30.8,<0> ,134.1,<0> ,11.5,<0> ,1.60,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,2.5,<0> ,
"wqbmpwq   ","P",05/13/2022 12:15,0,1,"",13.5,<0> ,47.32,<0> ,30.8,<0> ,130.4,<0> ,11.2,<0> ,1.58,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,1.9,<0> ,
"wqbmpwq   ","P",05/13/2022 12:30,0,1,"",13.6,<0> ,47.18,<0> ,30.7,<0> ,131.0,<0> ,11.3,<0> ,1.56,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,1.1,<0> ,
"wqbmpwq   ","P",05/13/2022 12:45,0,1,"",13.8,<0> ,46.73,<0> ,30.4,<0> ,127.7,<0> ,11.0,<0> ,1.54,<0> ,"","","",<-1> ,"","",8.2,<0> ,2,<0> ,1.3,<0> ,
"wqbmpwq   ","P",05/13/2022 13:00,0,1,"",13.9,<0> ,46.40,<0> ,30.1,<0> ,112.4,<0> ,9.6,<0> ,1.52,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.7,<0> ,
"wqbmpwq   ","P",05/13/2022 13:15,0,1,"",13.9,<0> ,46.67,<0> ,30.3,<0> ,120.5,<0> ,10.3,<0> ,1.50,<0> ,"","","",<-1> ,"","",8.1,<0> ,1,<0> ,1.2,<0> ,
"wqbmpwq   ","P",05/13/2022 13:30,0,1,"",13.8,<0> ,46.82,<0> ,30.4,<0> ,126.9,<0> ,10.9,<0> ,1.47,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.4,<0> ,
"wqbmpwq   ","P",05/13/2022 13:45,0,1,"",13.9,<0> ,46.56,<0> ,30.2,<0> ,118.1,<0> ,10.1,<0> ,1.44,<0> ,"","","",<-1> ,"","",8.1,<0> ,1,<0> ,0.8,<0> ,
"wqbmpwq   ","P",05/13/2022 14:00,0,1,"",13.9,<0> ,46.45,<0> ,30.2,<0> ,117.1,<0> ,10.0,<0> ,1.42,<0> ,"","","",<-1> ,"","",8.1,<0> ,1,<0> ,0.9,<0> ,
"wqbmpwq   ","P",05/13/2022 14:15,0,1,"",14.0,<0> ,46.44,<0> ,30.2,<0> ,122.4,<0> ,10.5,<0> ,1.40,<0> ,"","","",<-1> ,"","",8.1,<0> ,1,<0> ,1.2,<0> ,
"wqbmpwq   ","P",05/13/2022 14:30,0,1,"",14.1,<0> ,46.14,<0> ,29.9,<0> ,123.2,<0> ,10.5,<0> ,1.38,<0> ,"","","",<-1> ,"","",8.1,<0> ,1,<0> ,1.3,<0> ,
"wqbmpwq   ","P",05/13/2022 14:45,0,1,"",14.0,<0> ,46.36,<0> ,30.1,<0> ,122.8,<0> ,10.5,<0> ,1.35,<0> ,"","","",<-1> ,"","",8.1,<0> ,1,<0> ,1.4,<0> ,
"wqbmpwq   ","P",05/13/2022 15:00,0,1,"",14.2,<0> ,46.05,<0> ,29.9,<0> ,121.7,<0> ,10.4,<0> ,1.33,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,1.6,<0> ,
